,workload,strategy,version,discards,foundbug,time,inputs,throughput
0,BSTProplang,BespokeFuzzer,1,0.0,1.0,0.016481388679245215,143.54716981132074,8033.3512873343
1,BSTProplang,BespokeGenerator,1,0.0,1.0,0.0004013962264150453,31.937735849056605,67176.5118278125
2,BSTProplang,SpecificationBasedGenerator,1,0.0,1.0,0.0005077113207546641,30.062264150943395,49324.291231558695
3,BSTProplang,TypeBasedFuzzer,1,74.1622641509434,1.0,0.012144024528301779,68.17169811320754,9107.746536418968
4,BSTProplang,TypeBasedGenerator,1,240.13584905660377,1.0,0.0031347283018867494,293.85849056603774,103300.14844822232
5,RBTProplang,BespokeGenerator,1,0.0,1.0,0.01804580517241372,2185.8896551724138,66035.45760629575
6,RBTProplang,SpecificationBasedGenerator,1,4162.001968503937,0.984251968503937,1.4540106633858267,32574.507874015748,45580.0478561017
7,RBTProplang,TypeBasedFuzzer,1,9710.812332439678,0.938337801608579,4.789926900804289,5999.032171581769,10747.821058751215
8,RBTProplang,TypeBasedGenerator,1,31998.95225464191,0.9389920424403183,4.053645830238727,55148.0424403183,128812.35308946608
